class	count	class;label	percentage
Q21684377	1	'unit without standard conversion to SI'@en	0.0%
Q21672098	1	'village of Ukraine'@en	0.0%
Q215857	1	'bookcase'@en	0.0%
Q21551063	1	'tourist cabins'@en	0.0%
Q21550879	1	'philatelic museum'@en	0.0%
Q21550639	1	'geometric concept'@en	0.0%
Q2154519	1	'astrophysical X-ray source'@en	0.0%
Q2143825	1	'hiking trail'@en	0.0%
Q2143354	1	'insurance company'@en	0.0%
Q214334	1	'cave painting'@en	0.0%
Q214252	1	'stable'@en	0.0%
Q2142152	1	'temple'@en	0.0%
Q213924	1	'codex'@en	0.0%
Q2139	1	'moon of Neptune'@en	0.0%
Q2135465	1	'legal concept'@en	0.0%
Q212805	1	'digital library'@en	0.0%
Q2126549	1	'Wheel Chandelier'@en	0.0%
Q212431	1	'installation art'@en	0.0%
Q2122214	1	'national archives'@en	0.0%
Q21198342	1	'manga series'@en	0.0%
Q21192438	1	'fictional species'@en	0.0%
Q211302	1	'glacial lake'@en	0.0%
Q210723	1	'chalice'@en	0.0%
Q21042249	1	'environmental artwork'@en	0.0%
Q21032902	1	'shape of ancient vases'@en	0.0%
Q210223	1	'sloop'@en	0.0%
Q210167	1	'video game developer'@en	0.0%
Q21010817	1	'city of Pennsylvania'@en	0.0%
Q20968950	1	'performance series'@en	0.0%
Q20967773	1	'tide organ'@en	0.0%
Q2091629	1	'magnitude'@en	0.0%
Q2088753	1	'triple star system'@en	0.0%
Q20871353	1	'cadastral area in the Czech Republic'@en	0.0%
Q20871196	1	'fictional vehicle'@en	0.0%
Q20830276	1	'group of mythical characters'@en	0.0%
Q20819922	1	'opera company'@en	0.0%
Q207869	1	'epithet'@en	0.0%
Q207766	1	'lawn'@en	0.0%
Q20744439	1	'photograph series'@en	0.0%
Q20742825	1	'cultural depiction'@en	0.0%
Q20742776	1	'video artwork'@en	0.0%
Q20679540	1	'cinema chain'@en	0.0%
Q20672229	1	'friary'@en	0.0%
Q20643324	1	'opera genre'@en	0.0%
Q2063507	1	'recreation area'@en	0.0%
Q2061186	1	'religious order'@en	0.0%
Q205985	1	'goddess'@en	0.0%
Q205961	1	'skill'@en	0.0%
Q2052698	1	'rural cemetery'@en	0.0%
Q2046325	1	'round barrow'@en	0.0%
Q2046310	1	'bowl barrow'@en	0.0%
Q2042081	1	'octagon house'@en	0.0%
Q2037332	1	'cladding'@en	0.0%
Q2031836	1	'Eastern Orthodox church'@en	0.0%
Q2031250	1	'ferme ornée'@en	0.0%
Q202871	1	'emulator'@en	0.0%
Q2026188	1	'panoramic painting'@en	0.0%
Q202595	1	'prefecture of Greece'@en	0.0%
Q202509	1	'Chinatown'@en	0.0%
Q202435	1	'lieutenancy area of Scotland'@en	0.0%
Q20225034	1	'unfinished novel'@en	0.0%
Q20202269	1	'musical term'@en	0.0%
Q20034791	1	'defensive tower'@en	0.0%
Q200250	1	'metropolis'@en	0.0%
Q200141	1	'necropolis'@en	0.0%
Q2001305	1	'television channel'@en	0.0%
Q200023	1	'swimming center'@en	0.0%
Q19953632	1	'former administrative territorial entity'@en	0.0%
Q19941832	1	'dog hotel'@en	0.0%
Q1993624	1	'spectroscopic binary star'@en	0.0%
Q19934856	1	'twin towers'@en	0.0%
Q199098	1	'ornamental garden'@en	0.0%
Q19890860	1	'agricultural museum'@en	0.0%
Q1985797	1	'municipal unit of Greece'@en	0.0%
Q1985622	1	'defense'@en	0.0%
Q19850578	1	'Chappe semaphore tower'@en	0.0%
Q19832712	1	'historical administrative division'@en	0.0%
Q19828370	1	'drawing series'@en	0.0%
Q19828	1	'leap year'@en	0.0%
Q19793459	1	'Greek letter'@en	0.0%
Q1978718	1	'unit of length'@en	0.0%
Q19776628	1	'Latin-script letter'@en	0.0%
Q1976594	1	'science park'@en	0.0%
Q1975485	1	'Orthodox chapel'@en	0.0%
Q19730508	1	'former municipality'@en	0.0%
Q1970725	1	'natural region'@en	0.0%
Q1970243	1	'lowland castle'@en	0.0%
Q1968403	1	'post town'@en	0.0%
Q1961493	1	'gildhouse'@en	0.0%
Q19610271	1	'literary term'@en	0.0%
Q196068	1	'lordship'@en	0.0%
Q1948968	1		0.0%
Q194195	1	'amusement park'@en	0.0%
Q19361238	1	'Wikidata metaclass'@en	0.0%
Q1935728	1	'stone circle'@en	0.0%
Q1935136	1	'winged words'@en	0.0%
Q1930585	1	'victory column'@en	0.0%
Q1929784	1	'poorhouse'@en	0.0%
Q1928191	1	'emergency light'@en	0.0%
Q192425	1	'postcard'@en	0.0%
Q191851	1	'vase'@en	0.0%
Q1916821	1	'water deity'@en	0.0%
Q191600	1	'civil and political rights'@en	0.0%
Q19097	1	'sect'@en	0.0%
Q190891	1	'centered pentagonal number'@en	0.0%
Q189819	1	'ritual'@en	0.0%
Q189594	1	'Islamic art'@en	0.0%
Q189445	1	'bicameral legislature'@en	0.0%
Q189265	1	'atrium'@en	0.0%
Q188619	1	'hierarchy'@en	0.0%
Q188507	1	'apartment'@en	0.0%
Q18811583	1	'sorority'@en	0.0%
Q188040	1	'quarry'@en	0.0%
Q187909	1	'agora'@en	0.0%
Q18673040	1	'Hong Kong Ordinance'@en	0.0%
Q186347	1	'caravanserai'@en	0.0%
Q18628369	1	'art library'@en	0.0%
Q1862724	1	'list of natural history museums'@en	0.0%
Q18609875	1	'tapestry series'@en	0.0%
Q18608569	1	'lower house of U.S. state legislature'@en	0.0%
Q18551781	1	'subdistrict'@en	0.0%
Q18535	1	'allegory'@en	0.0%
Q18534542	1	'restaurant chain'@en	0.0%
Q18511725	1	'market town'@en	0.0%
Q185113	1	'cape'@en	0.0%
Q18509232	1	'fast food restaurant chain'@en	0.0%
Q1850454	1	'cosmetic palette'@en	0.0%
Q184949	1	'hippodrome'@en	0.0%
Q18411786	1	'visitor centre'@en	0.0%
Q18355750	1	'food hall'@en	0.0%
Q18346616	1	'part of municipality'@en	0.0%
Q18328097	1	'courage award'@en	0.0%
Q183272	1	'frieze'@en	0.0%
Q183197	1	'spreadsheet'@en	0.0%
Q182545	1	'stylistic device'@en	0.0%
Q182406	1	'Okeanid'@en	0.0%
Q182060	1	'office'@en	0.0%
Q181970	1	'archaism'@en	0.0%
Q18159445	1	'Chedi'@en	0.0%
Q181348	1	'viaduct'@en	0.0%
Q18133227	1	'pantheon'@en	0.0%
Q18127	1	'record label'@en	0.0%
Q18105680	1	'Cirque du Soleil show'@en	0.0%
Q18096903	1	'statue type'@en	0.0%
Q180720	1	'chakra'@en	0.0%
Q180673	1	'ceremonial county of England'@en	0.0%
Q18058299	1	'fictional castle'@en	0.0%
Q1802401	1		0.0%
Q18009431	1	'Act of the Parliament of Great Britain'@en	0.0%
Q1798450	1	'ecomuseum'@en	0.0%
Q1797722	1	'L-plan castle'@en	0.0%
Q1797122	1	'artist\'s house'@en	0.0%
Q179226	1	'equestrianism'@en	0.0%
Q179164	1	'unitary state'@en	0.0%
Q17912683	1	'aerial bombing'@en	0.0%
Q178885	1	'deity'@en	0.0%
Q178193	1	'steamboat'@en	0.0%
Q178149	1	'Bodhisattva'@en	0.0%
Q1781180	1	'condensation power station'@en	0.0%
Q1780389	1	'special municipality association of Germany'@en	0.0%
Q1779587	1	'column krater'@en	0.0%
Q177634	1	'community'@en	0.0%
Q1774898	1	'clinic'@en	0.0%
Q177305	1	'observation deck'@en	0.0%
Q177220	1	'singer'@en	0.0%
Q1768043	1	'Metropolitan Statistical Area'@en	0.0%
Q176799	1	'military unit'@en	0.0%
Q1766565	1	'mask stone'@en	0.0%
Q17624054	1	'fictional deity'@en	0.0%
Q1762059	1	'film production company'@en	0.0%
Q1760610	1	'comic book'@en	0.0%
Q1756157	1	'area of law'@en	0.0%
Q1754946	1	'rural district of England, Wales, and Ireland'@en	0.0%
Q1752939	1	'independent agency of the United States government'@en	0.0%
Q17517379	1	'animated short film'@en	0.0%
Q1751626	1	'theatre festival'@en	0.0%
Q1751513	1	'game mechanics'@en	0.0%
Q1751323	1	'indoor ski slope'@en	0.0%
Q17504814	1	'gunpowder magazine'@en	0.0%
Q17456916	1	'government commission'@en	0.0%
Q17444909	1	'astronomical object type'@en	0.0%
Q1743247	1	'redundant church'@en	0.0%
Q17379525	1	'pottery ware'@en	0.0%
Q17362920	1	'Wikimedia duplicated page'@en	0.0%
Q173603	1	'helmet'@en	0.0%
Q173253	1	'sense'@en	0.0%
Q17156398	1	'stone cross'@en	0.0%
Q17152495	1	'prime version'@en	0.0%
Q17148672	1	'social club'@en	0.0%
Q17143070	1	'toponymic surname'@en	0.0%
Q171318	1	'kinship'@en	0.0%
Q17105874	1	'cultural history museum'@en	0.0%
Q1707610	1	'war cemetery'@en	0.0%
Q170544	1	'tent'@en	0.0%
Q17051044	1	'mahalle'@en	0.0%
Q170477	1	'chimney'@en	0.0%
Q170156	1	'confederation'@en	0.0%
Q1701174	1	'monastery ruins'@en	0.0%
Q170043	1	'perfect number'@en	0.0%
Q169358	1	'stratovolcano'@en	0.0%
Q16905563	1	'cycle of paintings'@en	0.0%
Q16895642	1	'philosophical school'@en	0.0%
Q1688297	1	'Umayyad desert castles'@en	0.0%
Q168827	1	'prophet of Islam'@en	0.0%
Q16858648	1	'centered pentachoric number'@en	0.0%
Q168565	1	'ghost station'@en	0.0%
Q16782623	1	'English unit of measurement'@en	0.0%
Q1673271	1	'regime change'@en	0.0%
Q167270	1	'trademark'@en	0.0%
Q16725895	1	'visa policy'@en	0.0%
Q16722960	1	'phenomenon'@en	0.0%
Q166902	1	'primary color'@en	0.0%
Q1668124	1	'interpolation'@en	0.0%
Q1661080	1	'small press'@en	0.0%
Q1656682	1	'event'@en	0.0%
Q1655611	1	'plantation house'@en	0.0%
Q16543169	1	'council of Araba'@en	0.0%
Q16536851	1	'coastal battery'@en	0.0%
Q165116	1	'grand duchy'@en	0.0%
Q165044	1	'greenhouse'@en	0.0%
Q1643932	1	'tabletop role-playing game'@en	0.0%
Q1639354	1	'simultaneum'@en	0.0%
Q16355778	1	'average size village in Latvia'@en	0.0%
Q163446	1	'carpet'@en	0.0%
Q16335296	1	'historical profession'@en	0.0%
Q1633472	1	'fraternity and sorority housing'@en	0.0%
Q162602	1	'river island'@en	0.0%
Q1622062	1	'university library'@en	0.0%
Q1620797	1	'historic district in the United States'@en	0.0%
Q1619743	1		0.0%
Q161851	1	'condominium'@en	0.0%
Q161726	1	'multinational corporation'@en	0.0%
Q16155707	1	'městys'@en	0.0%
Q16151173	1	'Grade II* listed buildings in Merseyside'@en	0.0%
Q16148174	1	'bungalow court'@en	0.0%
Q161439	1	'jewelry'@en	0.0%
Q1614140	1	'tramway museum'@en	0.0%
Q161243	1	'dependent territory'@en	0.0%
Q160645	1	'orphanage'@en	0.0%
Q159979	1	'twin'@en	0.0%
Q15983930	1	'Act of Parliament of Ontario'@en	0.0%
Q15979581	1	'townhouse (Great Britain)'@en	0.0%
Q15974307	1	'Einheitsgemeinde of Germany'@en	0.0%
Q1595408	1	'climatic health resort'@en	0.0%
Q159313	1	'urban agglomeration'@en	0.0%
Q15893266	1	'former entity'@en	0.0%
Q1589009	1	'privately held company'@en	0.0%
Q15835	1	'Japanese garden'@en	0.0%
Q15831596	1	'class of fictional entities'@en	0.0%
Q15831577	1	'non-classical state of matter'@en	0.0%
Q15830667	1	'quarter of Hamburg'@en	0.0%
Q1580122	1	'hyperboloid structure'@en	0.0%
Q157811	1	'virtue'@en	0.0%
Q15773347	1	'film character'@en	0.0%
Q1574516	1	'photo library'@en	0.0%
Q15731904	1	'municipal district of Nova Scotia'@en	0.0%
Q15725677	1	'pedanía'@en	0.0%
Q15711870	1	'animated character'@en	0.0%
Q15711026	1	'altarpiece'@en	0.0%
Q15710020	1	'storage room'@en	0.0%
Q1567972	1	'Port Vell Aerial Tramway'@en	0.0%
Q1564373	1	'mission complex'@en	0.0%
Q15640053	1	'tram system'@en	0.0%
Q15621286	1	'intellectual work'@en	0.0%
Q15590336	1	'music streaming service'@en	0.0%
Q155271	1	'think tank'@en	0.0%
Q1549731	1	'interpretation centre'@en	0.0%
Q15487029	1	'patriarchal basilica'@en	0.0%
Q1548525	1	'large independent city of Lower Saxony'@en	0.0%
Q15416	1	'television program'@en	0.0%
Q1541532	1	'Hall of Fame (Graffiti)'@en	0.0%
Q153988	1	'bowl'@en	0.0%
Q1535658	1	'Tower houses in Britain and Ireland'@en	0.0%
Q1534477	1	'gokoku shrine'@en	0.0%
Q1529128	1	'postal service'@en	0.0%
Q1529	1	'traffic circle'@en	0.0%
Q15253354	1	'art magazine'@en	0.0%
Q1523821	1	'socken'@en	0.0%
Q15221370	1	'third-class city'@en	0.0%
Q15221304	1	'first-class city'@en	0.0%
Q1522115	1	'energy source'@en	0.0%
Q15210668	1	'lower-tier municipality'@en	0.0%
Q15206070	1	'popular music venue'@en	0.0%
Q1520223	1	'constitutional republic'@en	0.0%
Q151771	1	'candlestick'@en	0.0%
Q15169167	1	'execution method'@en	0.0%
Q15135589	1	'pilgrimage site'@en	0.0%
Q15123870	1	'lithograph'@en	0.0%
Q15077303	1	'landscape garden'@en	0.0%
Q15056993	1	'aircraft family'@en	0.0%
Q15054484	1	'Belgian noble family'@en	0.0%
Q15042037	1	'statistical territorial entity'@en	0.0%
Q1499881	1	'outdoor game'@en	0.0%
Q1497483	1	'memorial cross'@en	0.0%
Q1496967	1	'territorial entity'@en	0.0%
Q14946335	1	'Jardín histórico'@en	0.0%
Q14936523	1	'ironic award'@en	0.0%
Q1489259	1	'superpower'@en	0.0%
Q14784328	1	'state capital in Germany'@en	0.0%
Q1475403	1	'kunsthalle'@en	0.0%
Q14752149	1	'amateur football club'@en	0.0%
Q14750991	1	'Commonwealth War Graves Commission maintained cemetery'@en	0.0%
Q1474493	1	'radio communication station'@en	0.0%
Q146924	1	'Roman limes'@en	0.0%
Q14659	1	'coat of arms'@en	0.0%
Q1465881	1	'pioneer museum'@en	0.0%
Q14645593	1	'rugby union team'@en	0.0%
Q1462591	1	'taxicab number'@en	0.0%
Q14528644	1	'care center'@en	0.0%
Q14514600	1	'group of fictional characters'@en	0.0%
Q145134	1	'strictly non-palindromic number'@en	0.0%
Q1438040	1	'research library'@en	0.0%
Q1437361	1	'form of art'@en	0.0%
Q1436181	1	'maison de plaisance'@en	0.0%
Q1435951	1	'food festival'@en	0.0%
Q1433492	1	'stone ship'@en	0.0%
Q1431958	1	'State room'@en	0.0%
Q1426035	1	'local government area of Victoria'@en	0.0%
Q1424583	1	'sepulchral chapel'@en	0.0%
Q1424519	1	'choker'@en	0.0%
Q1424449	1	'hunting lodge'@en	0.0%
Q1423423	1	'Château'@en	0.0%
Q1416745	1	'paltrock windmill'@en	0.0%
Q1416685	1	'rampart'@en	0.0%
Q1416517	1	'cartoon'@en	0.0%
Q1415899	1	'stepping stones'@en	0.0%
Q1414991	1	'area'@en	0.0%
Q1414089	1	'art theory'@en	0.0%
Q1412224	1	'tribunal'@en	0.0%
Q1411766	1	'predella'@en	0.0%
Q1411242	1	'vice'@en	0.0%
Q1408286	1	'production process'@en	0.0%
Q1407236	1	'weigh house'@en	0.0%
Q1406988	1	'grand ensemble'@en	0.0%
Q1399576	1	'cist'@en	0.0%
Q1394738	1	'parachute tower'@en	0.0%
Q138840	1	'Common Germanic deities'@en	0.0%
Q13883136	1	'foundry'@en	0.0%
Q1387388	1	'mythical hybrid'@en	0.0%
Q1379116	1	'base station'@en	0.0%
Q1371562	1	'unit of area'@en	0.0%
Q136689	1	'chalet'@en	0.0%
Q1364150	1	'tollbooth'@en	0.0%
Q1363686	1	'entering a heaven while alive'@en	0.0%
Q1363241	1	'plant variety'@en	0.0%
Q1362225	1	'warehouse'@en	0.0%
Q1355866	1	'dollhouse'@en	0.0%
Q1349587	1	'earthwork'@en	0.0%
Q134737	1	'nobility'@en	0.0%
Q13473501	1	'collective'@en	0.0%
Q13424466	1	'natural harbor'@en	0.0%
Q13414953	1	'religious denomination'@en	0.0%
Q1341478	1	'energy company'@en	0.0%
Q1341387	1	'spa'@en	0.0%
Q13411064	1	'pastoral lease'@en	0.0%
Q13406554	1	'sports competition'@en	0.0%
Q13405593	1	'nature deity'@en	0.0%
Q1339195	1	'station building'@en	0.0%
Q13381944	1	'quadrangle'@en	0.0%
Q1335799	1	'Irish round tower'@en	0.0%
Q133442	1	'city-state'@en	0.0%
Q133311	1	'tribe'@en	0.0%
Q1330974	1	'active volcano'@en	0.0%
Q1330941	1	'Royal Park of London'@en	0.0%
Q1330336	1	'web framework'@en	0.0%
Q132911	1	'elevator'@en	0.0%
Q132510	1	'market'@en	0.0%
Q13226383	1	'facility'@en	0.0%
Q13218690	1	'town in Hungary'@en	0.0%
Q132137	1	'icon'@en	0.0%
Q1318959	1	'toy store'@en	0.0%
Q1318295	1	'narrative'@en	0.0%
Q131436	1	'board game'@en	0.0%
Q1310967	1	'automobile repair shop'@en	0.0%
Q13099631	1	'liturgical furniture'@en	0.0%
Q1308274	1	'language usage'@en	0.0%
Q1307214	1	'form of government'@en	0.0%
Q13015156	1		0.0%
Q130003	1	'ski resort'@en	0.0%
Q129558	1	'ocean current'@en	0.0%
Q129264	1	'phantom island'@en	0.0%
Q1289426	1	'county of China'@en	0.0%
Q12876091	1	'municipal/local community'@en	0.0%
Q12859788	1	'steamship'@en	0.0%
Q1281158	1	'flight maneuver'@en	0.0%
Q12786684	1	'Cantor number'@en	0.0%
Q12783	1	'English garden'@en	0.0%
Q12781	1	'Giardino all\'italiana'@en	0.0%
Q12774	1	'French formal garden'@en	0.0%
Q12771350	1		0.0%
Q12761956	1	'affair'@en	0.0%
Q1267632	1	'raion of Ukraine'@en	0.0%
Q1265179	1	'maritime archaeology'@en	0.0%
Q1261214	1	'television special'@en	0.0%
Q1259759	1	'miniseries'@en	0.0%
Q12573007	1	'stone sculpture'@en	0.0%
Q12570	1	'suspension bridge'@en	0.0%
Q125576	1	'papyrus'@en	0.0%
Q1251403	1	'alleyway'@en	0.0%
Q12503	1	'integer'@en	0.0%
Q12493	1	'dome'@en	0.0%
Q124734	1	'rebellion'@en	0.0%
Q1243157	1	'double name'@en	0.0%
Q1241535	1	'galea'@en	0.0%
Q1240885	1	'Arma Christi'@en	0.0%
Q1240161	1	'temporary structure'@en	0.0%
Q1236923	1	'cathedral library'@en	0.0%
Q123480	1	'landlocked country'@en	0.0%
Q1234255	1	'regional unit of Greece'@en	0.0%
Q12323	1	'dam'@en	0.0%
Q1231888	1	'diocesan museum'@en	0.0%
Q1229071	1	'motif'@en	0.0%
Q12284	1	'canal'@en	0.0%
Q12277	1	'arch'@en	0.0%
Q1220959	1	'building of public administration'@en	0.0%
Q12170890	1		0.0%
Q12161100	1	'cortijo'@en	0.0%
Q12160552	1	'theonym'@en	0.0%
Q12146012	1	'underground building'@en	0.0%
Q12139612	1	'list'@en	0.0%
Q12104567	1	'housing estate'@en	0.0%
Q1209783	1	'shukuba'@en	0.0%
Q1207757	1	'provincial temple'@en	0.0%
Q12054099	1	'neighborhood of Jerusalem'@en	0.0%
Q12043905	1	'pastel'@en	0.0%
Q12042110	1	'steel bridge'@en	0.0%
Q1202618	1	'sports field'@en	0.0%
Q12013554	1	'sawmill'@en	0.0%
Q11990908	1	'national park centre'@en	0.0%
Q1198413	1	'military camp'@en	0.0%
Q1195098	1	'ward'@en	0.0%
Q1194970	1	'dot-com company'@en	0.0%
Q1193753	1	'stone row'@en	0.0%
Q1193438	1	'bullring'@en	0.0%
Q1191753	1	'bus depot'@en	0.0%
Q1191610	1	'sex museum'@en	0.0%
Q1190781	1	'emakimono'@en	0.0%
Q119	1	'May'@en	0.0%
Q11895075	1	'provincial museum in Finland'@en	0.0%
Q1188223	1	'dance hall'@en	0.0%
Q1187811	1	'college town'@en	0.0%
Q118289	1	'pericope'@en	0.0%
Q11822917	1	'horse racing venue'@en	0.0%
Q1182203	1	'Presentation miniature'@en	0.0%
Q1180262	1	'residenz'@en	0.0%
Q1179791	1	'glassworks'@en	0.0%
Q11784935	1	'Orthodox monastery‎'@en	0.0%
Q11753232	1	'launch service provider'@en	0.0%
Q11741382	1	'Holy Trinity column'@en	0.0%
Q1173065	1	'album'@en	0.0%
Q1165838	1	'hexagonal number'@en	0.0%
Q11606	1	'magic number'@en	0.0%
Q1153484	1	'folk art'@en	0.0%
Q11499334	1	'religious doctrine'@en	0.0%
Q1149652	1	'district of India'@en	0.0%
Q11488158	1	'corporate title'@en	0.0%
Q11483816	1	'annual event'@en	0.0%
Q11482300	1	'hirajiro'@en	0.0%
Q1147354	1	'sequence'@en	0.0%
Q11457930	1	'temple rank'@en	0.0%
Q1144661	1	'amusement ride'@en	0.0%
Q1143635	1	'business school'@en	0.0%
Q11436	1	'aircraft'@en	0.0%
Q11422	1	'toy'@en	0.0%
Q1141381	1	'World Athletics Cross Country Championships'@en	0.0%
Q11411019	1	'kofungun'@en	0.0%
Q1139917	1	'haunted attraction'@en	0.0%
Q11396180	1	'library branch'@en	0.0%
Q11391922	1	'public policy school'@en	0.0%
Q1139056	1	'livery company'@en	0.0%
Q1138571	1	'renewable resource'@en	0.0%
Q1138494	1	'historic county of England'@en	0.0%
Q1136880	1	'power of two'@en	0.0%
Q1135449	1	'corridor'@en	0.0%
Q1134237	1	'court'@en	0.0%
Q11341528	1	'comics museum'@en	0.0%
Q11298947	1	'classic hotel'@en	0.0%
Q1129474	1	'cultural landscape'@en	0.0%
Q1128637	1	'national symbol'@en	0.0%
Q1128500	1	'museum of sacred art'@en	0.0%
Q11268718	1	'Keyhole-shaped kofun'@en	0.0%
Q11239248	1		0.0%
Q1121471	1	'paddle steamer'@en	0.0%
Q112110	1	'emblem'@en	0.0%
Q112099	1	'island nation'@en	0.0%
Q1118509	1	'list of Royal Air Force stations'@en	0.0%
Q1110992	1	'Guild of Saint Luke'@en	0.0%
Q1110794	1	'daily newspaper'@en	0.0%
Q110582464	1	'history of science museum'@en	0.0%
Q110556685	1		0.0%
Q110550976	1	'Saqqara king'@en	0.0%
Q110534846	1	'printing museum'@en	0.0%
Q1103699	1	'Fibonacci prime'@en	0.0%
Q1098590	1	'monastic grange'@en	0.0%
Q109598321	1	'literary style'@en	0.0%
Q10942443	1	'suite'@en	0.0%
Q1092939	1	'cardinal title'@en	0.0%
Q10929058	1	'product model'@en	0.0%
Q109239751	1	'Eastern Catholic cemetery'@en	0.0%
Q109235270	1	'quaker cemetery'@en	0.0%
Q10901138	1	'chokugan-ji'@en	0.0%
Q10862618	1	'saddle'@en	0.0%
Q10860585	1	'country within the Czech Republic'@en	0.0%
Q108465955	1	'fiction genre'@en	0.0%
Q108402818	1	'university in Nova Scotia'@en	0.0%
Q108300140	1	'occupation group according to ISCO'@en	0.0%
Q10827799	1	'silk painting'@en	0.0%
Q108040195	1	'music release attribute'@en	0.0%
Q1079855	1	'Monzeki'@en	0.0%
Q107679	1	'cliff'@en	0.0%
Q1075	1	'color'@en	0.0%
Q10748583	1	'Buddhist temple in Vietnam'@en	0.0%
Q1074523	1	'planned community'@en	0.0%
Q107393743	1	'fire lookout station'@en	0.0%
Q10732476	1	'art collector'@en	0.0%
Q1072166	1	'tea house'@en	0.0%
Q106935957	1		0.0%
Q10684215	1	'slope house'@en	0.0%
Q106807864	1	'BAPS Shri Swaminarayan Mandir temple'@en	0.0%
Q1067867	1	'Sestiere of Venice'@en	0.0%
Q106760956	1	'engineering society'@en	0.0%
Q1067164	1	'service'@en	0.0%
Q106658	1	'district'@en	0.0%
Q106355253	1	'gospel episode'@en	0.0%
Q106259	1	'polder'@en	0.0%
Q1062404	1	'artist\'s book'@en	0.0%
Q1060750	1	'digital audio workstation'@en	0.0%
Q1059324	1	'university hospital'@en	0.0%
Q105890973	1	'supernatural realm'@en	0.0%
Q105821051	1	'unbuilt building or structure'@en	0.0%
Q1057440	1	'Heraion'@en	0.0%
Q105416219	1	'Roman Catholic Maintained school'@en	0.0%
Q105190	1	'levee'@en	0.0%
Q105036777	1	'pedestrian tunnel'@en	0.0%
Q1048525	1	'golf course'@en	0.0%
Q10451997	1	'classical Cepheid variable'@en	0.0%
Q104438958	1	'lost painting'@en	0.0%
Q10438042	1	'bus company'@en	0.0%
Q10411887	1	'approach lighthouse'@en	0.0%
Q104092768	1	'Academic hall of the University of Oxford'@en	0.0%
Q103817	1	'indigenous people'@en	0.0%
Q10373565	1	'waterworks'@en	0.0%
Q1030097	1	'campagne'@en	0.0%
Q102047	1	'suffix'@en	0.0%
Q101998	1	'biome'@en	0.0%
Q101609	1	'Twelve Olympians'@en	0.0%
Q1015644	1	'Burgstall'@en	0.0%
Q1015103	1	'castle chapel'@en	0.0%
Q101251494	1	'star'@en	0.0%
Q100773131	1	'economy of region'@en	0.0%
Q100731037	1	'Native American organization'@en	0.0%
Q100705206	1	'prefectural office building'@en	0.0%
Q1006283	1	'national trust'@en	0.0%
Q1000809	1	'Buddharupa'@en	0.0%
